ID,county,謝長廷,馬英九,,
#N/A,,1947,1607,,
#N/A,,1607,511,,
#N/A,,511,640,,
#N/A,,640,1961,,
#N/A,,1961,1842,,
#N/A,,1842,528,,
#N/A,,528,325,,
#N/A,,325,447,,
#N/A,,447,245,,
#N/A,,245,177,,
#N/A,,177,94,,
#N/A,,94,288,,
#N/A,,288,256,,
#N/A,,256,645,,
#N/A,,645,282,,
#N/A,,282,452,,
#N/A,,452,295,,
#N/A,,295,417,,
#N/A,,417,165,,
#N/A,,165,249,,
#N/A,,249,121,,
#N/A,,121,608,,
#N/A,,608,499,,
#N/A,,499,1190,,
#N/A,,1190,771,,
#N/A,,771,537,,
#N/A,,537,118,,
#N/A,,118,274,,
#N/A,,274,94,,
#N/A,,94,393,,
#N/A,,393,551,,
#N/A,,551,497,,
#N/A,,497,495,,
#N/A,,495,778,,
#N/A,,778,874,,
#N/A,,874,828,,
#N/A,,828,523,,
#N/A,,523,862,,
#N/A,,862,593,,
#N/A,,593,556,,
#N/A,,556,332,,
#N/A,,332,665,,
#N/A,,665,696,,
#N/A,,696,167,,
#N/A,,167,487,,
#N/A,,487,614,,
#N/A,,614,494,,
#N/A,,494,675,,
#N/A,,675,587,,
#N/A,,587,483,,
#N/A,,483,510,,
#N/A,,510,414,,
#N/A,,414,361,,
#N/A,,361,595,,
#N/A,,595,344,,
#N/A,,344,338,,
#N/A,,338,278,,
#N/A,,278,538,,
#N/A,,538,477,,
#N/A,,477,653,,
#N/A,,653,514,,
#N/A,,514,804,,
#N/A,,804,392,,
#N/A,,392,708,,
#N/A,,708,404,,
#N/A,,404,508,,
#N/A,,508,404,,
#N/A,,404,764,,
#N/A,,764,626,,
#N/A,,626,449,,
#N/A,,449,201,,
#N/A,,201,708,,
#N/A,,708,274,,
#N/A,,274,453,,
#N/A,,453,169,,
#N/A,,169,384,,
#N/A,,384,145,,
#N/A,,145,762,,
#N/A,,762,274,,
#N/A,,274,935,,
#N/A,,935,425,,
#N/A,,425,438,,
#N/A,,438,209,,
#N/A,,209,784,,
#N/A,,784,507,,
#N/A,,507,615,,
#N/A,,615,342,,
#N/A,,342,390,,
#N/A,,390,252,,
#N/A,,252,344,,
#N/A,,344,217,,
#N/A,,217,417,,
#N/A,,417,307,,
#N/A,,307,756,,
#N/A,,756,421,,
#N/A,,421,627,,
#N/A,,627,502,,
#N/A,,502,598,,
#N/A,,598,696,,
#N/A,,696,966,,
#N/A,,966,1182,,
#N/A,,1182,160,,
#N/A,,160,153,,
#N/A,,153,251,,
#N/A,,251,251,,
#N/A,,251,229,,
#N/A,,229,223,,
#N/A,,223,382,,
#N/A,,382,370,,
#N/A,,370,933,,
#N/A,,933,819,,
#N/A,,819,1462,,
#N/A,,1462,1207,,
#N/A,,1207,647,,
#N/A,,647,320,,
#N/A,,320,708,,
#N/A,,708,377,,
#N/A,,377,756,,
#N/A,,756,485,,
#N/A,,485,459,,
#N/A,,459,196,,
#N/A,,196,561,,
#N/A,,561,227,,
#N/A,,227,687,,
#N/A,,687,419,,
#N/A,,419,269,,
#N/A,,269,354,,
#N/A,,354,455,,
#N/A,,455,285,,
#N/A,,285,590,,
#N/A,,590,324,,
#N/A,,324,353,,
#N/A,,353,204,,
#N/A,,204,188,,
#N/A,,188,408,,
#N/A,,408,456,,
#N/A,,456,216,,
#N/A,,216,636,,
#N/A,,636,334,,
#N/A,,334,395,,
#N/A,,395,290,,
#N/A,,290,399,,
#N/A,,399,276,,
#N/A,,276,908,,
#N/A,,908,341,,
#N/A,,341,710,,
#N/A,,710,373,,
#N/A,,373,1432,,
#N/A,,1432,1290,,
#N/A,,1290,488,,
#N/A,,488,191,,
#N/A,,191,817,,
#N/A,,817,306,,
#N/A,,306,558,,
#N/A,,558,381,,
#N/A,,381,576,,
#N/A,,576,252,,
#N/A,,252,837,,
#N/A,,837,489,,
#N/A,,489,971,,
#N/A,,971,972,,
#N/A,,972,499,,
#N/A,,499,490,,
#N/A,,490,762,,
#N/A,,762,580,,
#N/A,,580,472,,
#N/A,,472,393,,
#N/A,,393,698,,
#N/A,,698,575,,
#N/A,,575,665,,
#N/A,,665,436,,
#N/A,,436,545,,
#N/A,,545,369,,
#N/A,,369,765,,
#N/A,,765,502,,
#N/A,,502,280,,
#N/A,,280,505,,
#N/A,,505,1112,,
#N/A,,1112,1416,,
#N/A,,1416,749,,
#N/A,,749,790,,
#N/A,,790,186,,
#N/A,,186,227,,
#N/A,,227,321,,
#N/A,,321,296,,
#N/A,,296,915,,
#N/A,,915,941,,
#N/A,,941,250,,
#N/A,,250,216,,
#N/A,,216,371,,
#N/A,,371,477,,
#N/A,,477,317,,
#N/A,,317,475,,
#N/A,,475,711,,
#N/A,,711,624,,
#N/A,,624,253,,
#N/A,,253,314,,
#N/A,,314,196,,
#N/A,,196,302,,
#N/A,,302,231,,
#N/A,,231,296,,
#N/A,,296,360,,
#N/A,,360,353,,
#N/A,,353,299,,
#N/A,,299,349,,
#N/A,,349,900,,
#N/A,,900,1350,,
#N/A,,1350,1162,,
#N/A,,1162,2017,,
#N/A,,2017,908,,
#N/A,,908,1695,,
#N/A,,1695,737,,
#N/A,,737,1077,,
#N/A,,1077,730,,
#N/A,,730,1177,,
#N/A,,1177,554,,
#N/A,,554,942,,
#N/A,,942,478,,
#N/A,,478,670,,
#N/A,,670,391,,
#N/A,,391,467,,
#N/A,,467,904,,
#N/A,,904,1243,,
#N/A,,1243,623,,
#N/A,,623,1255,,
#N/A,,1255,758,,
#N/A,,758,771,,
#N/A,,771,968,,
#N/A,,968,1808,,
#N/A,,1808,652,,
#N/A,,652,1003,,
#N/A,,1003,914,,
#N/A,,914,1619,,
#N/A,,1619,614,,
#N/A,,614,968,,
#N/A,,968,489,,
#N/A,,489,556,,
#N/A,,556,297,,
#N/A,,297,341,,
#N/A,,341,467,,
#N/A,,467,953,,
#N/A,,953,148,,
#N/A,,148,292,,
#N/A,,292,589,,
#N/A,,589,676,,
#N/A,,676,229,,
#N/A,,229,173,,
#N/A,,173,648,,
#N/A,,648,896,,
#N/A,,896,1403,,
#N/A,,1403,2081,,
#N/A,,2081,1197,,
#N/A,,1197,1401,,
#N/A,,1401,634,,
#N/A,,634,585,,
#N/A,,585,1388,,
#N/A,,1388,1514,,
#N/A,,1514,393,,
#N/A,,393,328,,
#N/A,,328,462,,
#N/A,,462,543,,
#N/A,,543,602,,
#N/A,,602,676,,
#N/A,,676,469,,
#N/A,,469,483,,
#N/A,,483,943,,
#N/A,,943,976,,
#N/A,,976,867,,
#N/A,,867,1059,,
#N/A,,1059,453,,
#N/A,,453,365,,
#N/A,,365,287,,
#N/A,,287,274,,
#N/A,,274,323,,
#N/A,,323,211,,
#N/A,,211,219,,
#N/A,,219,240,,
#N/A,,240,434,,
#N/A,,434,383,,
#N/A,,383,805,,
#N/A,,805,749,,
#N/A,,749,398,,
#N/A,,398,355,,
#N/A,,355,439,,
#N/A,,439,256,,
#N/A,,256,484,,
#N/A,,484,531,,
#N/A,,531,757,,
#N/A,,757,623,,
#N/A,,623,726,,
#N/A,,726,568,,
#N/A,,568,521,,
#N/A,,521,355,,
#N/A,,355,272,,
#N/A,,272,304,,
#N/A,,304,289,,
#N/A,,289,185,,
#N/A,,185,308,,
#N/A,,308,227,,
#N/A,,227,270,,
#N/A,,270,282,,
#N/A,,282,405,,
#N/A,,405,453,,
#N/A,,453,1432,,
#N/A,,1432,2165,,
#N/A,,2165,711,,
#N/A,,711,818,,
#N/A,,818,384,,
#N/A,,384,589,,
#N/A,,589,422,,
#N/A,,422,490,,
#N/A,,490,479,,
#N/A,,479,429,,
#N/A,,429,300,,
#N/A,,300,321,,
#N/A,,321,395,,
#N/A,,395,301,,
#N/A,,301,335,,
#N/A,,335,328,,
#N/A,,328,271,,
#N/A,,271,234,,
#N/A,,234,524,,
#N/A,,524,357,,
#N/A,,357,557,,
#N/A,,557,572,,
#N/A,,572,787,,
#N/A,,787,754,,
#N/A,,754,1562,,
#N/A,,1562,1941,,
#N/A,,1941,319,,
#N/A,,319,333,,
#N/A,,333,263,,
#N/A,,263,339,,
#N/A,,339,306,,
#N/A,,306,396,,
#N/A,,396,678,,
#N/A,,678,488,,
#N/A,,488,354,,
#N/A,,354,359,,
#N/A,,359,1010,,
#N/A,,1010,922,,
#N/A,,922,801,,
#N/A,,801,743,,
#N/A,,743,778,,
#N/A,,778,389,,
#N/A,,389,905,,
#N/A,,905,595,,
#N/A,,595,691,,
#N/A,,691,401,,
#N/A,,401,1020,,
#N/A,,1020,994,,
#N/A,,994,540,,
#N/A,,540,486,,
#N/A,,486,473,,
#N/A,,473,349,,
#N/A,,349,460,,
#N/A,,460,418,,
#N/A,,418,379,,
#N/A,,379,314,,
#N/A,,314,690,,
#N/A,,690,753,,
#N/A,,753,700,,
#N/A,,700,779,,
#N/A,,779,503,,
#N/A,,503,491,,
#N/A,,491,302,,
#N/A,,302,202,,
#N/A,,202,699,,
#N/A,,699,670,,
#N/A,,670,703,,
#N/A,,703,626,,
#N/A,,626,331,,
#N/A,,331,137,,
#N/A,,137,409,,
#N/A,,409,431,,
#N/A,,431,129,,
#N/A,,129,101,,
#N/A,,101,298,,
#N/A,,298,203,,
#N/A,,203,504,,
#N/A,,504,288,,
#N/A,,288,210,,
#N/A,,210,153,,
#N/A,,153,285,,
#N/A,,285,204,,
#N/A,,204,490,,
#N/A,,490,484,,
#N/A,,484,345,,
#N/A,,345,244,,
#N/A,,244,368,,
#N/A,,368,251,,
#N/A,,251,62,,
#N/A,,62,141,,
#N/A,,141,495,,
#N/A,,495,340,,
#N/A,,340,466,,
#N/A,,466,383,,
#N/A,,383,412,,
#N/A,,412,214,,
#N/A,,214,366,,
#N/A,,366,127,,
#N/A,,127,369,,
#N/A,,369,171,,
#N/A,,171,741,,
#N/A,,741,333,,
#N/A,,333,275,,
#N/A,,275,167,,
#N/A,,167,425,,
#N/A,,425,124,,
#N/A,,124,488,,
#N/A,,488,246,,
#N/A,,246,398,,
#N/A,,398,246,,
#N/A,,246,475,,
#N/A,,475,258,,
#N/A,,258,646,,
#N/A,,646,365,,
#N/A,,365,342,,
#N/A,,342,151,,
#N/A,,151,260,,
#N/A,,260,98,,
#N/A,,98,346,,
#N/A,,346,131,,
#N/A,,131,384,,
#N/A,,384,234,,
#N/A,,234,318,,
#N/A,,318,264,,
#N/A,,264,249,,
#N/A,,249,134,,
#N/A,,134,368,,
#N/A,,368,173,,
#N/A,,173,437,,
#N/A,,437,143,,
#N/A,,143,245,,
#N/A,,245,140,,
#N/A,,140,746,,
#N/A,,746,513,,
#N/A,,513,391,,
#N/A,,391,303,,
#N/A,,303,609,,
#N/A,,609,608,,
#N/A,,608,518,,
#N/A,,518,459,,
#N/A,,459,454,,
#N/A,,454,401,,
#N/A,,401,253,,
#N/A,,253,261,,
#N/A,,261,186,,
#N/A,,186,131,,
#N/A,,131,266,,
#N/A,,266,347,,
#N/A,,347,489,,
#N/A,,489,270,,
#N/A,,270,376,,
#N/A,,376,195,,
#N/A,,195,193,,
#N/A,,193,122,,
#N/A,,122,329,,
#N/A,,329,324,,
#N/A,,324,99,,
#N/A,,99,132,,
#N/A,,132,526,,
#N/A,,526,364,,
#N/A,,364,541,,
#N/A,,541,417,,
#N/A,,417,370,,
#N/A,,370,260,,
#N/A,,260,342,,
#N/A,,342,189,,
#N/A,,189,356,,
#N/A,,356,280,,
#N/A,,280,314,,
#N/A,,314,218,,
#N/A,,218,441,,
#N/A,,441,306,,
#N/A,,306,396,,
#N/A,,396,272,,
#N/A,,272,494,,
#N/A,,494,386,,
#N/A,,386,239,,
#N/A,,239,310,,
#N/A,,310,641,,
#N/A,,641,701,,
#N/A,,701,743,,
#N/A,,743,772,,
#N/A,,772,501,,
#N/A,,501,299,,
#N/A,,299,173,,
#N/A,,173,154,,
#N/A,,154,274,,
#N/A,,274,222,,
#N/A,,222,283,,
#N/A,,283,227,,
#N/A,,227,374,,
#N/A,,374,208,,
#N/A,,208,712,,
#N/A,,712,655,,
#N/A,,655,1006,,
#N/A,,1006,802,,
#N/A,,802,1443,,
#N/A,,1443,1404,,
#N/A,,1404,261,,
#N/A,,261,211,,
#N/A,,211,265,,
#N/A,,265,206,,
#N/A,,206,345,,
#N/A,,345,274,,
#N/A,,274,553,,
#N/A,,553,230,,
#N/A,,230,347,,
#N/A,,347,355,,
#N/A,,355,1204,,
#N/A,,1204,896,,
#N/A,,896,793,,
#N/A,,793,679,,
#N/A,,679,285,,
#N/A,,285,193,,
#N/A,,193,421,,
#N/A,,421,286,,
#N/A,,286,443,,
#N/A,,443,197,,
#N/A,,197,372,,
#N/A,,372,186,,
#N/A,,186,105,,
#N/A,,105,95,,
#N/A,,95,355,,
#N/A,,355,177,,
#N/A,,177,240,,
#N/A,,240,209,,
#N/A,,209,560,,
#N/A,,560,218,,
#N/A,,218,698,,
#N/A,,698,246,,
#N/A,,246,318,,
#N/A,,318,75,,
#N/A,,75,600,,
#N/A,,600,809,,
#N/A,,809,207,,
#N/A,,207,133,,
#N/A,,133,636,,
#N/A,,636,413,,
#N/A,,413,603,,
#N/A,,603,512,,
#N/A,,512,383,,
#N/A,,383,446,,
#N/A,,446,399,,
#N/A,,399,267,,
#N/A,,267,266,,
#N/A,,266,360,,
#N/A,,360,564,,
#N/A,,564,624,,
#N/A,,624,397,,
#N/A,,397,365,,
#N/A,,365,562,,
#N/A,,562,320,,
#N/A,,320,712,,
#N/A,,712,640,,
#N/A,,640,275,,
#N/A,,275,253,,
#N/A,,253,241,,
#N/A,,241,189,,
#N/A,,189,1006,,
#N/A,,1006,796,,
#N/A,,796,1175,,
#N/A,,1175,1190,,
#N/A,,1190,761,,
#N/A,,761,547,,
#N/A,,547,970,,
#N/A,,970,837,,
#N/A,,837,273,,
#N/A,,273,266,,
#N/A,,266,217,,
#N/A,,217,261,,
#N/A,,261,138,,
#N/A,,138,153,,
#N/A,,153,576,,
#N/A,,576,734,,
#N/A,,734,436,,
#N/A,,436,421,,
#N/A,,421,660,,
#N/A,,660,624,,
#N/A,,624,356,,
#N/A,,356,278,,
#N/A,,278,242,,
#N/A,,242,282,,
#N/A,,282,262,,
#N/A,,262,278,,
#N/A,,278,466,,
#N/A,,466,431,,
#N/A,,431,657,,
#N/A,,657,413,,
#N/A,,413,651,,
#N/A,,651,391,,
#N/A,,391,228,,
#N/A,,228,185,,
#N/A,,185,321,,
#N/A,,321,199,,
#N/A,,199,382,,
#N/A,,382,390,,
#N/A,,390,692,,
#N/A,,692,645,,
#N/A,,645,102,,
#N/A,,102,126,,
#N/A,,126,108,,
#N/A,,108,180,,
#N/A,,180,124,,
#N/A,,124,110,,
#N/A,,110,215,,
#N/A,,215,345,,
#N/A,,345,448,,
#N/A,,448,286,,
#N/A,,286,431,,
#N/A,,431,389,,
#N/A,,389,836,,
#N/A,,836,840,,
#N/A,,840,417,,
#N/A,,417,342,,
#N/A,,342,312,,
#N/A,,312,279,,
#N/A,,279,625,,
#N/A,,625,495,,
#N/A,,495,478,,
#N/A,,478,451,,
#N/A,,451,373,,
#N/A,,373,329,,
#N/A,,329,271,,
#N/A,,271,239,,
#N/A,,239,623,,
#N/A,,623,333,,
#N/A,,333,170,,
#N/A,,170,134,,
#N/A,,134,172,,
#N/A,,172,157,,
#N/A,,157,292,,
#N/A,,292,299,,
#N/A,,299,187,,
#N/A,,187,128,,
#N/A,,128,173,,
#N/A,,173,162,,
#N/A,,162,251,,
#N/A,,251,179,,
#N/A,,179,676,,
#N/A,,676,439,,
#N/A,,439,323,,
#N/A,,323,319,,
#N/A,,319,379,,
#N/A,,379,235,,
#N/A,,235,352,,
#N/A,,352,168,,
#N/A,,168,175,,
#N/A,,175,138,,
#N/A,,138,210,,
#N/A,,210,210,,
#N/A,,210,371,,
#N/A,,371,223,,
#N/A,,223,192,,
#N/A,,192,114,,
#N/A,,114,256,,
#N/A,,256,201,,
#N/A,,201,395,,
#N/A,,395,165,,
#N/A,,165,238,,
#N/A,,238,114,,
#N/A,,114,336,,
#N/A,,336,155,,
#N/A,,155,526,,
#N/A,,526,434,,
#N/A,,434,446,,
#N/A,,446,434,,
#N/A,,434,170,,
#N/A,,170,165,,
#N/A,,165,537,,
#N/A,,537,286,,
#N/A,,286,226,,
#N/A,,226,142,,
#N/A,,142,450,,
#N/A,,450,187,,
#N/A,,187,525,,
#N/A,,525,268,,
#N/A,,268,358,,
#N/A,,358,371,,
#N/A,,371,307,,
#N/A,,307,340,,
#N/A,,340,397,,
#N/A,,397,275,,
#N/A,,275,565,,
#N/A,,565,418,,
#N/A,,418,703,,
#N/A,,703,398,,
#N/A,,398,235,,
#N/A,,235,192,,
#N/A,,192,1215,,
#N/A,,1215,1261,,
#N/A,,1261,787,,
#N/A,,787,907,,
#N/A,,907,556,,
#N/A,,556,568,,
#N/A,,568,662,,
#N/A,,662,633,,
#N/A,,633,538,,
#N/A,,538,765,,
#N/A,,765,135,,
#N/A,,135,201,,
#N/A,,201,770,,
#N/A,,770,406,,
#N/A,,406,793,,
#N/A,,793,652,,
#N/A,,652,366,,
#N/A,,366,261,,
#N/A,,261,835,,
#N/A,,835,562,,
#N/A,,562,454,,
#N/A,,454,358,,
#N/A,,358,188,,
#N/A,,188,304,,
#N/A,,304,150,,
#N/A,,150,242,,
#N/A,,242,506,,
#N/A,,506,469,,
#N/A,,469,473,,
#N/A,,473,1137,,
#N/A,,1137,657,,
#N/A,,657,635,,
#N/A,,635,821,,
#N/A,,821,581,,
#N/A,,581,418,,
#N/A,,418,387,,
#N/A,,387,1404,,
#N/A,,1404,1308,,
#N/A,,1308,1018,,
#N/A,,1018,1107,,
#N/A,,1107,342,,
#N/A,,342,284,,
#N/A,,284,630,,
#N/A,,630,734,,
#N/A,,734,611,,
#N/A,,611,742,,
#N/A,,742,364,,
#N/A,,364,261,,
#N/A,,261,405,,
#N/A,,405,284,,
#N/A,,284,570,,
#N/A,,570,371,,
#N/A,,371,583,,
#N/A,,583,449,,
#N/A,,449,327,,
#N/A,,327,210,,
#N/A,,210,301,,
#N/A,,301,179,,
#N/A,,179,380,,
#N/A,,380,199,,
#N/A,,199,433,,
#N/A,,433,149,,
#N/A,,149,591,,
#N/A,,591,259,,
#N/A,,259,420,,
#N/A,,420,251,,
#N/A,,251,464,,
#N/A,,464,241,,
#N/A,,241,549,,
#N/A,,549,210,,
#N/A,,210,397,,
#N/A,,397,161,,
#N/A,,161,560,,
#N/A,,560,353,,
#N/A,,353,496,,
#N/A,,496,275,,
#N/A,,275,310,,
#N/A,,310,205,,
#N/A,,205,439,,
#N/A,,439,202,,
#N/A,,202,216,,
#N/A,,216,186,,
#N/A,,186,737,,
#N/A,,737,733,,
#N/A,,733,349,,
#N/A,,349,415,,
#N/A,,415,1774,,
#N/A,,1774,2103,,
#N/A,,2103,456,,
#N/A,,456,342,,
#N/A,,342,533,,
#N/A,,533,566,,
#N/A,,566,344,,
#N/A,,344,118,,
#N/A,,118,386,,
#N/A,,386,145,,
#N/A,,145,288,,
#N/A,,288,205,,
#N/A,,205,59,,
#N/A,,59,132,,
#N/A,,132,601,,
#N/A,,601,656,,
#N/A,,656,561,,
#N/A,,561,473,,
#N/A,,473,536,,
#N/A,,536,523,,
#N/A,,523,330,,
#N/A,,330,275,,
#N/A,,275,732,,
#N/A,,732,395,,
#N/A,,395,679,,
#N/A,,679,722,,
#N/A,,722,465,,
#N/A,,465,274,,
#N/A,,274,226,,
#N/A,,226,270,,
#N/A,,270,266,,
#N/A,,266,273,,
#N/A,,273,283,,
#N/A,,283,296,,
#N/A,,296,316,,
#N/A,,316,265,,
#N/A,,265,949,,
#N/A,,949,782,,
#N/A,,782,320,,
#N/A,,320,403,,
#N/A,,403,1643,,
#N/A,,1643,1377,,
#N/A,,1377,228,,
#N/A,,228,211,,
#N/A,,211,180,,
#N/A,,180,153,,
#N/A,,153,222,,
#N/A,,222,248,,
#N/A,,248,248,,
#N/A,,248,206,,
#N/A,,206,621,,
#N/A,,621,607,,
#N/A,,607,321,,
#N/A,,321,307,,
#N/A,,307,199,,
#N/A,,199,171,,
#N/A,,171,184,,
#N/A,,184,113,,
#N/A,,113,159,,
#N/A,,159,172,,
#N/A,,172,126,,
#N/A,,126,170,,
#N/A,,170,221,,
#N/A,,221,105,,
#N/A,,105,99,,
#N/A,,99,93,,
#N/A,,93,278,,
#N/A,,278,259,,
#N/A,,259,228,,
#N/A,,228,276,,
#N/A,,276,355,,
#N/A,,355,382,,
#N/A,,382,770,,
#N/A,,770,643,,
#N/A,,643,680,,
#N/A,,680,458,,
#N/A,,458,687,,
#N/A,,687,380,,
#N/A,,380,632,,
#N/A,,632,499,,
#N/A,,499,610,,
#N/A,,610,236,,
#N/A,,236,702,,
#N/A,,702,357,,
#N/A,,357,812,,
#N/A,,812,343,,
#N/A,,343,383,,
#N/A,,383,305,,
#N/A,,305,819,,
#N/A,,819,445,,
#N/A,,445,700,,
#N/A,,700,374,,
#N/A,,374,688,,
#N/A,,688,325,,
#N/A,,325,395,,
#N/A,,395,272,,
#N/A,,272,427,,
#N/A,,427,318,,
#N/A,,318,478,,
#N/A,,478,317,,
#N/A,,317,442,,
#N/A,,442,255,,
#N/A,,255,567,,
#N/A,,567,276,,
#N/A,,276,530,,
#N/A,,530,280,,
#N/A,,280,282,,
#N/A,,282,143,,
#N/A,,143,404,,
#N/A,,404,195,,
#N/A,,195,313,,
#N/A,,313,123,,
#N/A,,123,572,,
#N/A,,572,99,,
#N/A,,99,281,,
#N/A,,281,102,,
#N/A,,102,209,,
#N/A,,209,152,,
#N/A,,152,733,,
#N/A,,733,829,,
#N/A,,829,568,,
#N/A,,568,683,,
#N/A,,683,1230,,
#N/A,,1230,1115,,
#N/A,,1115,892,,
#N/A,,892,654,,
#N/A,,654,702,,
#N/A,,702,395,,
#N/A,,395,604,,
#N/A,,604,674,,
#N/A,,674,497,,
#N/A,,497,468,,
#N/A,,468,880,,
#N/A,,880,328,,
#N/A,,328,305,,
#N/A,,305,266,,
#N/A,,266,316,,
#N/A,,316,244,,
#N/A,,244,387,,
#N/A,,387,207,,
#N/A,,207,756,,
#N/A,,756,672,,
#N/A,,672,436,,
#N/A,,436,324,,
#N/A,,324,227,,
#N/A,,227,141,,
#N/A,,141,343,,
#N/A,,343,334,,
#N/A,,334,1491,,
#N/A,,1491,1427,,
#N/A,,1427,608,,
#N/A,,608,837,,
#N/A,,837,1664,,
#N/A,,1664,1939,,
#N/A,,1939,769,,
#N/A,,769,857,,
#N/A,,857,954,,
#N/A,,954,744,,
#N/A,,744,550,,
#N/A,,550,605,,
#N/A,,605,644,,
#N/A,,644,665,,
#N/A,,665,867,,
#N/A,,867,867,,
#N/A,,867,909,,
#N/A,,909,1048,,
#N/A,,1048,749,,
#N/A,,749,642,,
#N/A,,642,780,,
#N/A,,780,805,,
#N/A,,805,1437,,
#N/A,,1437,1134,,
#N/A,,1134,620,,
#N/A,,620,317,,
#N/A,,317,892,,
#N/A,,892,816,,
#N/A,,816,805,,
#N/A,,805,656,,
#N/A,,656,313,,
#N/A,,313,213,,
#N/A,,213,437,,
#N/A,,437,200,,
#N/A,,200,563,,
#N/A,,563,369,,
#N/A,,369,257,,
#N/A,,257,183,,
#N/A,,183,437,,
#N/A,,437,325,,
#N/A,,325,1706,,
#N/A,,1706,1776,,
#N/A,,1776,500,,
#N/A,,500,398,,
#N/A,,398,451,,
#N/A,,451,500,,
#N/A,,500,652,,
#N/A,,652,532,,
#N/A,,532,660,,
#N/A,,660,576,,
#N/A,,576,430,,
#N/A,,430,294,,
#N/A,,294,238,,
#N/A,,238,275,,
#N/A,,275,274,,
#N/A,,274,355,,
#N/A,,355,189,,
#N/A,,189,212,,
#N/A,,212,732,,
#N/A,,732,501,,
#N/A,,501,330,,
#N/A,,330,174,,
#N/A,,174,176,,
#N/A,,176,154,,
#N/A,,154,767,,
#N/A,,767,593,,
#N/A,,593,310,,
#N/A,,310,354,,
#N/A,,354,106,,
#N/A,,106,61,,
#N/A,,61,289,,
#N/A,,289,291,,
#N/A,,291,268,,
#N/A,,268,266,,
#N/A,,266,636,,
#N/A,,636,554,,
#N/A,,554,309,,
#N/A,,309,327,,
#N/A,,327,231,,
#N/A,,231,312,,
#N/A,,312,439,,
#N/A,,439,181,,
#N/A,,181,523,,
#N/A,,523,447,,
#N/A,,447,1026,,
#N/A,,1026,884,,
#N/A,,884,1040,,
#N/A,,1040,998,,
#N/A,,998,2155,,
#N/A,,2155,2395,,
#N/A,,2395,1919,,
#N/A,,1919,1836,,
#N/A,,1836,630,,
#N/A,,630,611,,
#N/A,,611,545,,
#N/A,,545,454,,
#N/A,,454,727,,
#N/A,,727,710,,
#N/A,,710,347,,
#N/A,,347,379,,
#N/A,,379,443,,
#N/A,,443,448,,
#N/A,,448,390,,
#N/A,,390,301,,
#N/A,,301,766,,
#N/A,,766,565,,
#N/A,,565,294,,
#N/A,,294,252,,
#N/A,,252,226,,
#N/A,,226,177,,
#N/A,,177,245,,
#N/A,,245,279,,
#N/A,,279,417,,
#N/A,,417,348,,
#N/A,,348,129,,
#N/A,,129,137,,
#N/A,,137,93,,
#N/A,,93,180,,
#N/A,,180,416,,
#N/A,,416,410,,
#N/A,,410,148,,
#N/A,,148,160,,
#N/A,,160,346,,
#N/A,,346,250,,
#N/A,,250,692,,
#N/A,,692,603,,
#N/A,,603,326,,
#N/A,,326,302,,
#N/A,,302,352,,
#N/A,,352,272,,
#N/A,,272,370,,
#N/A,,370,292,,
#N/A,,292,288,,
#N/A,,288,236,,
#N/A,,236,330,,
#N/A,,330,338,,
#N/A,,338,173,,
#N/A,,173,186,,
#N/A,,186,103,,
#N/A,,103,190,,
#N/A,,190,81,,
#N/A,,81,161,,
#N/A,,161,39,,
#N/A,,39,88,,
#N/A,,88,24,,
#N/A,,24,113,,
#N/A,,113,56,,
#N/A,,56,144,,
#N/A,,144,96,,
#N/A,,96,103,,
#N/A,,103,51,,
#N/A,,51,166,,
#N/A,,166,121,,
#N/A,,121,396,,
#N/A,,396,41,,
#N/A,,41,524,,
#N/A,,524,19,,
#N/A,,19,150,,
#N/A,,150,34,,
#N/A,,34,288,,
#N/A,,288,25,,
#N/A,,25,156,,
#N/A,,156,71,,
#N/A,,71,139,,
#N/A,,139,291,,
#N/A,,291,334,,
#N/A,,334,106,,
#N/A,,106,201,,
#N/A,,201,68,,
#N/A,,68,145,,
#N/A,,145,123,,
#N/A,,123,289,,
#N/A,,289,111,,
#N/A,,111,182,,
#N/A,,182,640,,
#N/A,,640,519,,
#N/A,,519,641,,
#N/A,,641,332,,
#N/A,,332,533,,
#N/A,,533,358,,
#N/A,,358,655,,
#N/A,,655,358,,
#N/A,,358,594,,
#N/A,,594,256,,
#N/A,,256,639,,
#N/A,,639,289,,
#N/A,,289,348,,
#N/A,,348,224,,
#N/A,,224,239,,
#N/A,,239,113,,
#N/A,,113,209,,
#N/A,,209,126,,
#N/A,,126,361,,
#N/A,,361,199,,
#N/A,,199,181,,
#N/A,,181,130,,
#N/A,,130,583,,
#N/A,,583,204,,
#N/A,,204,294,,
#N/A,,294,120,,
#N/A,,120,434,,
#N/A,,434,282,,
#N/A,,282,295,,
#N/A,,295,117,,
#N/A,,117,769,,
#N/A,,769,285,,
#N/A,,285,762,,
#N/A,,762,394,,
#N/A,,394,461,,
#N/A,,461,419,,
#N/A,,419,544,,
#N/A,,544,389,,
#N/A,,389,473,,
#N/A,,473,340,,
#N/A,,340,386,,
#N/A,,386,187,,
#N/A,,187,717,,
#N/A,,717,552,,
#N/A,,552,1229,,
#N/A,,1229,912,,
#N/A,,912,608,,
#N/A,,608,392,,
#N/A,,392,714,,
#N/A,,714,435,,
#N/A,,435,363,,
#N/A,,363,283,,
#N/A,,283,587,,
#N/A,,587,364,,
